song_id,folder,midi_path,key,mode,duration,tempo,ts_num,ts_den,num_bars,track_names,n_instruments
POP909_219,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/219,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/219/219.mid,F,major,172.8898172249999,54.00000540000054,4,4,39,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_220,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/220,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/220/220.mid,Ab,major,197.23729393125,124.00101680833782,4,4,102,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_221,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/221,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/221/221.mid,F,minor,208.0359921625,110.00011000011,4,4,95,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_222,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/222,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/222/222.mid,Gb,major,210.70260225,78.00007800007802,4,4,68,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_229,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/229,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/229/229.mid,A,minor,163.59447344375002,112.00026880064512,4,4,76,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_230,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/230,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/230/230.mid,Bb,major,191.505155325,120.0,4,4,96,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_235,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/235,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/235/235.mid,G,major,225.9034744229167,65.99999340000066,4,4,62,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_241,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/241,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/241/241.mid,Gb,minor,188.60672609166667,60.0,4,4,47,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_243,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/243,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/243/243.mid,C,major,190.73177196250003,105.99995053335641,4,4,84,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_245,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/245,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/245/245.mid,Bb,major,232.25807746249998,88.00002346667293,4,4,85,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_246,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/246,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/246/246.mid,Db,minor,189.11523524999998,140.00014000014,4,4,110,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_248,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/248,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/248/248.mid,F,major,154.98765118125002,138.00051060188923,4,4,89,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_249,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/249,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/249/249.mid,C,minor,236.19656535000001,114.00038760131783,4,4,112,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_251,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/251,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/251/251.mid,G,minor,225.27083333333334,120.0,4,4,113,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_257,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/257,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/257/257.mid,F,major,146.72940293125,126.99998518333504,4,4,78,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_258,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/258,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/258/258.mid,Ab,major,236.3500326625,108.00030240084672,4,4,106,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_259,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/259,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/259/259.mid,F,major,224.97916666666666,120.0,4,4,112,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_264,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/264,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/264/264.mid,G,major,222.22427222916667,120.0,4,4,111,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_267,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/267,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/267/267.mid,Gb,minor,188.1590752291667,55.000004583333705,4,4,43,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_268,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/268,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/268/268.mid,C,minor,208.79166666666666,60.0,4,4,52,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_272,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/272,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/272/272.mid,E,minor,205.84911264999997,73.00007178340392,4,4,63,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_275,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/275,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/275/275.mid,D,major,189.47193282083333,67.00002903334591,4,4,53,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_278,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/278,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/278/278.mid,C,major,236.65750143750003,126.00012600012599,4,4,124,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_281,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/281,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/281/281.mid,A,minor,213.3221651166667,69.00009660013524,4,4,61,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_283,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/283,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/283/283.mid,E,minor,214.29032625000002,74.000074000074,4,4,66,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_290,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/290,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/290/290.mid,Gb,major,222.58664490000004,69.00009660013524,4,4,64,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_291,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/291,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/291/291.mid,A,major,220.92160116666668,93.000186000372,4,4,86,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_292,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/292,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/292/292.mid,F,minor,223.65367971875006,87.00002175000542,4,4,81,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_298,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/298,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/298/298.mid,Db,major,213.61994861041669,96.99995311668933,4,4,86,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_299,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/299,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/299/299.mid,Ab,major,206.16795225833334,58.000042533364514,4,4,50,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_304,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/304,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/304/304.mid,Bb,minor,210.8616914875,55.99997760000896,4,4,49,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_306,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/306,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/306/306.mid,B,minor,201.57564630000002,118.00036580113397,4,4,99,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_308,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/308,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/308/308.mid,Bb,minor,149.98170985624998,62.00005993339127,4,4,39,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_310,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/310,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/310/310.mid,G,minor,239.32395833333334,120.0,4,4,120,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_312,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/312,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/312/312.mid,C,major,238.6395663375,98.00030380094177,4,4,97,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_313,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/313,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/313/313.mid,Bb,minor,226.62881318333334,62.00005993339127,4,4,59,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_315,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/315,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/315/315.mid,Gb,major,221.34252797083332,62.00005993339127,4,4,57,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_316,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/316,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/316/316.mid,Db,major,196.9934971395833,83.00006501671758,4,4,68,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_318,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/318,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/318/318.mid,D,major,188.42174553333336,66.00021120067584,4,4,52,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_320,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/320,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/320/320.mid,C,major,141.5210145125,120.30002827050664,4,4,71,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_323,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/323,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/323/323.mid,Ab,minor,239.46458333333334,60.0,4,4,60,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_324,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/324,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/324/324.mid,Db,major,206.89054979166667,78.00017940041262,4,4,67,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_326,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/326,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/326/326.mid,C,major,116.94387975833334,58.000042533364514,4,4,28,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_327,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/327,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/327/327.mid,B,minor,186.61383213125,130.00041166797027,4,4,101,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_332,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/332,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/332/332.mid,Db,major,165.717858625,94.00012846684224,4,4,65,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_334,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/334,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/334/334.mid,Eb,major,170.4218613125,61.000096583486254,4,4,43,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_336,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/336,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/336/336.mid,G,minor,211.23255993125,125.0002604172092,4,4,110,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_337,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/337,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/337/337.mid,Db,minor,203.65578052499998,85.00004250002125,4,4,72,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_349,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/349,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/349/349.mid,D,major,205.2421875,64.0,4,4,55,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_369,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/369,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/369/369.mid,B,minor,155.357524,110.99990565008021,4,4,72,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_396,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/396,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/396/396.mid,Ab,minor,207.83894792499999,89.50000820416741,4,4,78,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_538,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/538,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/538/538.mid,Db,major,206.61838296250002,58.000042533364514,4,4,50,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_540,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/540,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/540/540.mid,F,major,230.5917149,92.00026986745829,4,4,88,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_542,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/542,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/542/542.mid,B,minor,193.18958333333333,120.0,4,4,97,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_552,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/552,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/552/552.mid,B,major,224.69391499999998,97.9999836666694,4,4,92,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_554,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/554,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/554/554.mid,C,minor,225.74828615624997,84.000084000084,4,4,79,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_555,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/555,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/555/555.mid,G,minor,214.4716666666667,75.0,4,4,67,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_576,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/576,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/576/576.mid,G,major,210.937584375,75.99996960001216,4,4,67,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_597,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/597,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/597/597.mid,Eb,major,232.36188450000003,68.0000725334107,4,4,66,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_605,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/605,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/605/605.mid,Ab,major,230.97367439583334,63.38005852092069,4,4,61,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_618,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/618,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/618/618.mid,Gb,major,235.24521076666667,72.00002880001152,4,4,71,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_653,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/653,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/653/653.mid,E,minor,222.83355818333334,119.00016065021687,4,4,110,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_713,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/713,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/713/713.mid,D,major,203.55392299166667,88.00002346667293,4,4,75,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_775,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/775,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/775/775.mid,Ab,minor,239.78630630833334,61.999995866666936,4,4,62,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_789,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/789,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/789/789.mid,Eb,minor,201.59004067708332,65.99999340000066,4,4,55,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_792,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/792,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/792/792.mid,Ab,minor,233.92181262083332,88.00002346667293,4,4,86,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_795,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/795,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/795/795.mid,G,major,229.5395655,75.99996960001216,4,4,73,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_798,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/798,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/798/798.mid,A,minor,175.27372887916664,84.93999697047344,4,4,62,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_806,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/806,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/806/806.mid,Bb,minor,164.03329882291666,54.400008704001394,4,4,37,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_898,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/898,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/898/898.mid,A,minor,230.5051907708333,72.99998296667064,4,4,70,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_905,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/905,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/905/905.mid,A,minor,157.4764631,80.05005796958365,4,4,53,"['MELODY', 'BRIDGE', 'PIANO']",3
POP909_906,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/906,/Users/gyeongchan/Desktop/project_final_imp/data/POP909-Dataset/POP909/906/906.mid,A,major,195.91313113125,57.900024028509975,4,4,47,"['MELODY', 'BRIDGE', 'PIANO']",3
